ID,Drug,SMILES
645,DB00638,OC[C@H]1O[C@H](O[C@]2(CO[C@]3(CO[C@]4(CO[C@]5(CO[C@]6(CO[C@]7(CO[C@]8(CO[C@]9(CO[C@]%10(CO[C@]%11(CO[C@]%12(CO[C@]%13(CO[C@]%14(CO[C@]%15(CO[C@]%16(CO[C@]%17(CO[C@]%18(CO[C@]%19(CO[C@]%20(CO[C@]%21(CO[C@]%22(CO[C@]%23(CO[C@]%24(CO[C@]%25(CO[C@]%26(CO[C@]%27(CO[C@]%28(CO[C@]%29(CO[C@]%30(CO[C@]%31(CO[C@]%32(CO[C@]%33(CO[C@]%34(CO[C@]%35(CO[C@]%36(CO[C@]%37(CO[C@]%38(CO)O[C@H](CO)[C@@H](O)[C@@H]%38O)O[C@H](CO)[C@@H](O)[C@@H]%37O)O[C@H](CO)[C@@H](O)[C@@H]%36O)O[C@H](CO)[C@@H](O)[C@@H]%35O)O[C@H](CO)[C@@H](O)[C@@H]%34O)O[C@H](CO)[C@@H](O)[C@@H]%33O)O[C@H](CO)[C@@H](O)[C@@H]%32O)O[C@H](CO)[C@@H](O)[C@@H]%31O)O[C@H](CO)[C@@H](O)[C@@H]%30O)O[C@H](CO)[C@@H](O)[C@@H]%29O)O[C@H](CO)[C@@H](O)[C@@H]%28O)O[C@H](CO)[C@@H](O)[C@@H]%27O)O[C@H](CO)[C@@H](O)[C@@H]%26O)O[C@H](CO)[C@@H](O)[C@@H]%25O)O[C@H](CO)[C@@H](O)[C@@H]%24O)O[C@H](CO)[C@@H](O)[C@@H]%23O)O[C@H](CO)[C@@H](O)[C@@H]%22O)O[C@H](CO)[C@@H](O)[C@@H]%21O)O[C@H](CO)[C@@H](O)[C@@H]%20O)O[C@H](CO)[C@@H](O)[C@@H]%19O)O[C@H](CO)[C@@H](O)[C@@H]%18O)O[C@H](CO)[C@@H](O)[C@@H]%17O)O[C@H](CO)[C@@H](O)[C@@H]%16O)O[C@H](CO)[C@@H](O)[C@@H]%15O)O[C@H](CO)[C@@H](O)[C@@H]%14O)O[C@H](CO)[C@@H](O)[C@@H]%13O)O[C@H](CO)[C@@H](O)[C@@H]%12O)O[C@H](CO)[C@@H](O)[C@@H]%11O)O[C@H](CO)[C@@H](O)[C@@H]%10O)O[C@H](CO)[C@@H](O)[C@@H]9O)O[C@H](CO)[C@@H](O)[C@@H]8O)O[C@H](CO)[C@@H](O)[C@@H]7O)O[C@H](CO)[C@@H](O)[C@@H]6O)O[C@H](CO)[C@@H](O)[C@@H]5O)O[C@H](CO)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
646,DB00352,Nc1nc(=S)c2[nH]cnc2[nH]1
647,DB00191,CC(C)(N)Cc1ccccc1
648,DB01611,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
649,DB11644,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
650,DB01378,[Mg+2]
651,DB00900,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
652,DB01119,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
653,DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
654,DB08896,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
655,DB01544,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
656,DB00731,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
657,DB09038,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
658,DB00210,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
659,DB09221,NCCC(=O)[N-][C@@H](Cc1cnc[nH]1)C(=O)[O-].[Zn+2]
660,DB00324,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
661,DB00985,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O
662,DB00198,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
663,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
664,DB00308,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
665,DB00314,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O.NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC1=O
666,DB06203,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O
667,DB04868,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
668,DB06770,OCc1ccccc1
669,DB01006,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
670,DB14539,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
671,DB00625,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
672,DB06700,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
673,DB09034,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
674,DB05990,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O
675,DB06739,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O
676,DB04854,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
677,DB00125,N=C(N)NCCC[C@H](N)C(=O)O
678,DB09296,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C
679,DB02300,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O
680,DB00208,Clc1ccccc1CN1CCc2sccc2C1
681,DB00847,NCCS
682,DB11362,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
683,DB00937,CCN(CC)C(C)C(=O)c1ccccc1
684,DB00384,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
685,DB01237,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
686,DB00289,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
687,DB00644,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
688,DB01656,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
689,DB08816,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
690,DB00771,C[N@+]12CC[C@H](CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
691,DB12319,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
692,DB11921,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
693,DB04845,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
694,DB00706,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
695,DB01267,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
696,DB00952,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
697,DB00718,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
698,DB01215,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
699,DB00975,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
700,DB11450,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1
701,DB01017,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
702,DB01072,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
703,DB00804,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
704,DB03796,CCCCCCCCCCCCCCCC(=O)O
705,DB00631,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
706,DB01125,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
707,DB00218,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
708,DB08909,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
709,DB00939,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
710,DB00543,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
711,DB00784,Cc1cccc(Nc2ccccc2C(=O)O)c1C
712,DB00414,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
713,DB08880,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
714,DB01067,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
715,DB00700,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
716,DB09040,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
717,DB09041,OB1OCc2cc(F)ccc21
718,DB09096,O=C(OOC(=O)c1ccccc1)c1ccccc1
719,DB01093,C[S+](C)[O-]
720,DB01283,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
721,DB00422,COC(=O)C(c1ccccc1)C1CCCCN1
722,DB09274,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
723,DB01608,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
724,DB00761,[Cl-].[K+]
725,DB09073,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
726,DB08890,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2
727,DB00998,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
728,DB01128,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
729,DB00963,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
730,DB05521,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
731,DB00765,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
732,DB00551,CC(=O)NO
733,DB06410,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O
734,DB00251,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
735,DB06768,CC(O)C(=O)[O-].[NH4+]
736,DB08932,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
737,DB01628,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
738,DB00626,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1
739,DB01252,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1
740,DB01012,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
741,DB01133,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
742,DB01113,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
743,DB01232,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
744,DB00200,CC1=C2N=C(C=C3N=C(C(C)=C4[N-][C@H]([C@H](CC(N)=O)[C@@]4(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5c[n+]([Co+2])c6cc(C)c(C)cc65)[C@@H]4O)[C@]4(C)N=C1[C@@H](CCC(N)=O)[C@]4(C)CC(N)=O)[C@@H](CCC(N)=O)C3(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O.[OH-]
745,DB00560,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
746,DB01476,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1
747,DB00679,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
748,DB00442,C=C1[C@@H](n2cnc3c(=O)nc(N)[nH]c32)C[C@H](O)[C@H]1CO
749,DB06626,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
750,DB00238,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
751,DB00347,CN1C(=O)OC(C)(C)C1=O
752,DB00593,CCC1(C)CC(=O)NC1=O
753,DB09223,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
754,DB06201,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
755,DB09477,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
756,DB00569,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O
757,DB00646,C[C@@H]1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)C[C@]2(O)CC(O)C(C(=O)O)C(CC(O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
758,DB01083,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
759,DB06401,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
760,DB00545,CN(C)C(=O)Oc1ccc[n+](C)c1
761,DB00868,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
762,DB00962,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
763,DB06756,C[N+](C)(C)CC(=O)[O-]
764,DB06715,[I-].[K+]
765,DB09225,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
766,DB00236,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
767,DB04844,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
768,DB00885,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12
769,DB00469,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
770,DB11611,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
771,DB06268,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
772,DB00362,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1
773,DB08882,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
774,DB01206,O=NN(CCCl)C(=O)NC1CCCCC1
775,DB14185,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
776,DB00956,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
777,DB00865,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1
778,DB04573,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
779,DB00951,NNC(=O)c1ccncc1
780,DB00953,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
781,DB02679,N#CN
782,DB00380,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
783,DB08823,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C(C)=C[C@H]3[C@@H]2CC(=O)O1
784,DB00339,NC(=O)c1cnccn1
785,DB01280,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
786,DB00462,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.[Br-]
787,DB00601,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
788,DB13943,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
789,DB00924,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
790,DB00235,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
791,DB06196,N=C(N)NCCC[C@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1cccs1)NC(=O)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](N)CCCNC(=N)N)C(=O)O
792,DB00780,NNCCc1ccccc1
793,DB00405,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
794,DB00699,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
795,DB06771,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
796,DB01063,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
797,DB04847,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
798,DB01175,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
799,DB00933,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21
800,DB11820,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
801,DB01019,CC(C[N+](C)(C)C)OC(N)=O
802,DB00265,CC=CC(=O)N(CC)c1ccccc1C
803,DB00152,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
804,DB00609,CCc1cc(C(N)=S)ccn1
805,DB08865,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
806,DB01044,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
807,DB06287,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
808,DB01247,Cc1cc(C(=O)NNCc2ccccc2)no1
809,DB01201,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
810,DB01576,C[C@H](N)Cc1ccccc1
811,DB00130,NC(=O)CC[C@H](N)C(=O)O
812,DB06777,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
813,DB08931,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
814,DB00674,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
815,DB01551,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
816,DB01265,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
817,DB00400,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
818,DB00385,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
819,DB08910,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
820,DB09102,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C
821,DB06712,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
822,DB08822,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
823,DB06813,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
824,DB01166,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
825,DB00659,CC(=O)NCCCS(=O)(=O)O
826,DB06718,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
827,DB00888,CN(CCCl)CCCl
828,DB00697,Clc1ccc2nsnc2c1NC1=NCCN1
829,DB08897,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
830,DB01589,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
831,DB11574,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C
832,DB00141,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
833,DB00431,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
834,DB08908,COC(=O)/C=C/C(=O)OC
835,DB00839,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
836,DB04930,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
837,DB00491,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
838,DB00327,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
839,DB01080,C=CC(N)CCC(=O)O
840,DB01014,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
